lat,long,population,city_significance,zoom_level,national_significance
0.0503703,35.7200313,17581,7,5.0,20
0.0599821,37.6400175,47226,4,5.0,50
0.0603955,32.4600236,175128,7,5.0,20
0.0721778,42.7505582,185270,6,8.0,30
0.1300037,29.2800109,286403,4,3.0,50
0.1332593,117.5000008,101691,6,1.0,30
0.17107791012890125,30.081379140562134,67269,6,5.0,30
0.225,32.3136111,11082,10,5.0,1
0.2904073,34.7300142,63426,7,5.0,20
0.3186048,32.5813777,1420000,3,5.0,110
0.3374664069826239,6.729649806269851,88219,3,0.0,110
0.3603772,-78.1299962,146741,7,7.0,20
0.3853886,9.457965,578156,3,7.0,110
0.4004265,32.0500227,41131,7,5.0,20
0.440424,33.1999267,301619,7,5.0,20
0.4544444,34.0758333,47100,10,5.0,1
0.4904468,29.4500264,332903,7,3.0,20
0.5200057,25.2200004,578470,4,3.0,50
0.5200057,35.2699812,353381,4,5.0,50
0.549978,123.0700484,365497,4,1.0,50
0.5669101,101.4230671,799000,6,1.0,30
0.5670829,12.8665942,17070,7,7.0,20
0.5703902,34.5599987,55962,7,5.0,20
0.5832991,32.5332995,75000,10,5.0,1
0.5904407,31.3700126,18936,7,5.0,20
0.6091667,33.4686111,45024,10,5.0,1
0.6099744,-80.02001,13393,8,7.0,10
0.6099744,-77.8400397,16066,8,7.0,10
0.6710041,30.2750016,42670,10,5.0,1
0.6963774,127.4359834,60611,7,1.0,20
0.7025,32.8886111,21704,10,5.0,1
0.7103817,34.1699967,150000,7,5.0,20
0.770378,24.4300227,35531,7,3.0,20
0.7837105,11.5666219,4111,7,7.0,20
0.7929606,127.3630163,187521,4,1.0,50
0.8,31.0666667,5200,10,5.0,1
0.821997,-77.7320005,83000,9,7.0,5
0.8303744,-77.6499996,109618,7,5.0,20
0.9119809,108.9654697,248012,7,1.0,20
0.9161111,31.7741667,14512,10,5.0,1
0.916829,104.471442,226666,7,1.0,20
0.9304199,-79.6699797,173101,7,7.0,20
0.9472222,33.1197222,12764,10,5.0,1
1.0170813,13.9332991,3170,7,7.0,20
1.0304655,34.9899467,150495,7,5.0,20
1.083303,42.5833025,1490,10,8.0,1
1.0838473,27.2665938,149,7,3.0,20
1.0899968,-77.6199498,33979,8,5.0,10
1.0904102,34.1699967,402368,7,5.0,20
1.1104606,36.6800244,20841,7,5.0,20
1.1164034,9.4185876,628,7,8.0,20
1.145,33.7094444,30745,10,5.0,1
1.1499931,-76.6299844,22035,8,5.0,10
1.1983106,-70.1736084,5917,3,5.0,110
1.2136068,-77.2811074,382236,4,5.0,50
1.2337089,19.8000211,52216,7,3.0,20
1.2404269,23.5900223,43709,7,3.0,20
1.25,34.3,14100,10,5.0,1
1.2671038,-78.9854985,11441,7,7.0,20
1.2703992,-78.860055,20209,7,7.0,20
1.2949793,103.8538748,5183700,0,0.0,600
1.3088889,32.4563889,6921,10,5.0,1
1.3381875,173.0175708,28802,6,0.0,30
1.3887382,99.2733614,266882,7,1.0,20
1.4499991,10.5667026,8462,10,8.0,1
1.4608333,33.9361111,13000,10,5.0,1
1.4800246,124.8499914,451893,6,1.0,30
1.4819705,103.7280944,875000,6,6.0,30
1.5103587,21.0500223,4105,7,3.0,20
1.5299699,110.3299991,570407,4,6.0,50
1.5604073,30.240004,96764,7,3.0,20
1.6099909,16.0500175,28320,6,7.0,30
1.6104043,-75.6199943,130337,7,5.0,20
1.6166313,11.5833134,43423,6,7.0,30
1.6336845,11.3165596,6560,7,8.0,20
1.6403766,14.5800297,9679,7,7.0,20
1.6403766,18.0400252,20859,7,7.0,20
1.6450021,7.4120045,1156,10,0.0,1
1.6744444,31.715,31486,10,5.0,1
1.7003988,32.0699182,8319,7,5.0,20
1.7103982,33.6000057,1038,7,5.0,20
1.7199492819008253,44.76889616536284,1958,6,8.0,30
1.7388889,33.1594444,3400,10,5.0,1
1.7499823,98.8000052,217312,6,1.0,30
1.7503699,40.0499996,45771,7,5.0,20
1.8099787,-78.8099805,86713,6,5.0,30
1.8162315,-61.1276748,11368,7,1.0,20
1.8503638,102.9333447,199619,7,6.0,20
1.8700008,9.7699873,173046,6,8.0,30
1.8911111,33.9661111,8400,10,5.0,1
1.9504352,30.0332983,2819,7,3.0,20
2.017072,98.9666617,1305,7,1.0,20
2.0337376,15.2166833,12244,7,7.0,20
2.0337376,102.566597,191346,7,6.0,20
2.038311,103.317869,169828,7,6.0,20
2.0499898,-50.8000106,1947,6,1.0,30
2.0686272,45.3647318,1100000,3,8.0,110
2.083657,11.4833711,17637,7,7.0,20
2.109486387069812,-74.77031723675944,1500,7,5.0,20
2.1400102,21.5099943,70087,6,3.0,30
2.1404236,27.9899605,146871,7,3.0,20
2.152998,11.3300016,24831,10,7.0,1
2.1899813,22.4599621,160539,3,3.0,110
2.2064144,102.2464615,788706,6,6.0,30
2.2103935,-75.6499667,56603,7,5.0,20
2.2603904,32.8900232,135445,7,5.0,20
2.3029718,111.8430334,203832,6,6.0,30
2.3299986,37.9799967,16460,6,5.0,30
2.3834062,20.4199833,64639,7,3.0,20
2.4199931,-76.6100114,258750,6,5.0,30
2.4703776,31.47998,17541,7,5.0,20
2.4758333,31.1025,30354,10,5.0,1
2.5403475,34.6399939,371,7,5.0,20
2.560398,-77.8599868,13853,7,5.0,20
2.5699839,-72.6399954,22136,8,5.0,10
2.6900025,-75.330012,22568,8,5.0,10
2.7104922,101.9400203,372917,7,6.0,20
2.7404645,23.7799849,58601,7,3.0,20
2.7599723,27.6200089,157196,6,3.0,30
2.7670003,45.5165909,111308,7,8.0,20
2.779997,32.2800345,146858,4,5.0,50
2.7837177,44.0832934,31267,7,8.0,20
2.816093,-60.6659976,235150,3,1.0,110
2.8199945,24.7400297,45677,6,3.0,30
2.9000155,11.1500065,87875,4,6.0,50
2.9310472,-75.3302446,352855,7,5.0,20
2.9325152122667406,101.6950374044619,67964,4,6.0,50
2.9404265,9.9100305,55224,7,6.0,20
2.9614329,99.061488,341200,6,1.0,30
3.0203699,30.9000154,250000,7,5.0,20
3.0400069,29.5299698,24516,6,3.0,30
3.043281395168714,101.4470587176879,956000,6,6.0,30
3.066696,101.5499977,481654,10,6.0,1
3.1199762,43.6499865,129839,6,8.0,30
3.130389,35.5700146,20219,7,5.0,20
3.1397969439352504,101.68869929106194,1448000,2,6.0,200
3.1664075,113.0359838,151617,7,6.0,20
3.1738231,-65.546604,150,6,6.0,30
3.2166628,-51.2166519,1209091,6,1.0,30
3.2600193,19.7699971,198056,6,3.0,30
3.3000169,117.6330159,193069,3,1.0,110
3.3004045,32.8700244,56891,7,5.0,20
3.3270031,42.2270016,12652,10,8.0,1
3.3303768,99.1300109,268043,7,1.0,20
3.3403762,20.8699816,34247,7,3.0,20
3.3613889,31.8097222,34700,10,5.0,1
3.3899597,-59.8000297,352,8,8.0,10
3.401905,-76.5019123,2254000,2,5.0,200
3.449997,8.5500005,8655,10,8.0,1
3.5199776,39.0500089,24837,6,5.0,30
3.5203911,11.5000109,80206,7,6.0,20
3.5203911,34.1200256,1137,7,5.0,20
3.5336977,16.0666056,26809,7,7.0,20
3.5819198,98.6480944,2115000,2,1.0,200
3.5999986,32.0500227,242,6,5.0,30
3.6203591,98.5000752,564979,7,1.0,20
3.650409,10.766619,22221,7,6.0,20
3.650409,31.720017,22434,7,5.0,20
3.6604342,18.6199898,27053,7,3.0,20
3.6904065,-73.689983,16273,7,5.0,20
3.7500153,8.7832775,155963,3,8.0,110
3.7665776,47.2999963,548,6,8.0,30
3.7927,101.8423002,40024,7,6.0,20
3.8004773,10.1199918,203149,7,6.0,20
3.8004773,42.550002,33820,7,8.0,20
3.8099599,23.6700175,23517,6,3.0,30
3.8299587,103.3200394,366229,6,6.0,30
3.8500092,-54.2332894,29210,4,8.0,50
3.8540399,-67.9060983,9065,7,5.0,20
3.8686465,11.5147049,1611000,3,6.0,110
3.8704214,17.999976,67132,7,7.0,20
3.8724024,-77.0504533,252805,7,5.0,20
3.9003937,-58.3800131,2190,7,8.0,20
3.9104706,-51.8100007,2742,7,1.0,20
3.9404429,41.8600183,52885,7,8.0,20
3.9836961,13.183319,14661,7,6.0,20
4.0118598,101.0314453,101659,7,6.0,20
4.0303858,9.1900227,212474,7,6.0,20
4.0623556,9.7080451,1906000,4,6.0,50
4.0899945,-72.9600275,16678,8,5.0,10
4.0903821,-76.21001,165501,7,5.0,20
4.0903821,30.6800288,185000,7,5.0,20
4.153324,-73.6349992,374763,6,5.0,30
4.1550031,9.2310035,90088,10,6.0,1
4.17203699470936,73.5089005260037,112927,3,0.0,110
4.183299,43.8667026,1639,10,8.0,1
4.183348,42.0833121,11810,6,3.0,30
4.1840011,102.0420006,15448,10,6.0,1
4.190376,19.8800162,14553,7,3.0,20
4.2169894,108.2,140,7,1.0,20
4.2332416,103.4478869,82425,7,6.0,20
4.2499589,15.7800081,61815,6,7.0,30
4.2709654,117.8959973,306462,6,6.0,30
4.2903699,21.0199467,50493,7,3.0,20
4.3100069,-74.8099921,130289,8,5.0,10
4.3200001,21.1799975,19431,9,7.0,5
4.3303416,18.6150288,17667,7,3.0,20
4.3666443,18.5582881,831925,3,7.0,110
4.3753776,-7.7169814,32661,7,8.0,20
4.3999239,113.9845048,228212,7,6.0,20
4.4336945,14.366606,43821,7,6.0,20
4.4389138,-75.2322144,421685,6,5.0,30
4.5342827,-75.6811276,315328,7,5.0,20
4.5704045,7.559993,34911,7,2.0,20
4.5705337,28.4163427,40382,6,5.0,30
4.5804297,13.6799812,218111,7,6.0,20
4.5983694,-74.0852898,7772000,0,5.0,600
4.5999892,101.0649833,673318,6,6.0,30
4.6403744,9.4399816,144413,7,6.0,20
4.6735765,97.966361,117256,7,1.0,20
4.674102754887166,-8.23159527078132,2733,10,8.0,1
4.7299813,-52.3300206,2229,8,8.0,10
4.7337537,22.8166329,32841,7,7.0,20
4.7399807,45.2000211,62945,6,8.0,30
4.7499801,-75.9100283,134827,8,5.0,10
4.7503935,11.2300016,69270,7,6.0,20
4.7704181,-6.6399671,210273,7,8.0,20
4.7721234,33.5902388,7042,7,5.0,20
4.794551,-71.340023,2835,7,5.0,20
4.8103898,-75.6799907,568750,7,5.0,20
4.8119481,7.0080549,1020000,4,2.0,50
4.8299752,31.5800256,111975,4,5.0,50
4.8649601,100.7199914,237095,6,6.0,30
4.8833311,114.9332841,296500,3,8.0,110
4.9151121,29.4769498,14224,7,5.0,20
4.9329922,-52.3300206,61550,3,8.0,110
4.9336898,13.3000044,22553,7,6.0,20
4.9336898,15.8666178,38071,7,7.0,20
4.9432758,-1.7040151,286248,6,6.0,30
4.9503813,-6.0832827,38411,7,8.0,20
4.9604065,8.3300236,461796,7,2.0,20
4.9604065,9.9400028,117063,7,6.0,20
5.0111269,-9.0388129,10374,6,8.0,30
5.0200153,-55.1699506,4582,8,8.0,10
5.0336579,25.1332873,20000,7,7.0,20
5.036013508874578,7.916152558612238,554906,10,2.0,1
5.0403758,-55.0200114,8340,7,8.0,20
5.0463961,118.3359704,105622,7,6.0,20
5.059987,-75.5200004,375848,4,5.0,50
5.0854118,45.1650362,6000,7,8.0,20
5.100398,7.34998,897560,7,2.0,20
5.1103715,-1.249986,143015,7,6.0,20
5.1599809,-52.6499494,24029,6,8.0,30
5.1703937,10.1799882,93145,7,6.0,20
5.1903408,-74.7499958,35469,7,5.0,20
5.1914002,97.1414502,140322,6,1.0,30
5.2003919,-3.7499884,73772,7,8.0,20
5.2670028,17.6500232,7287,7,7.0,20
5.3166122,39.5833097,11772,6,3.0,30
5.3203587,-4.3899494,72913,7,8.0,20
5.3231260722445715,-4.020206835187587,3802000,2,8.0,200
5.3304098,103.12,350210,7,6.0,20
5.3469991,-72.4059986,61029,9,5.0,5
5.3504344,-0.6300497,44254,7,6.0,20
5.3800191,-52.9599821,3180,8,8.0,10
5.3999921,26.5000256,12887,3,7.0,110
5.4136132,100.3293679,2500000,4,6.0,50
5.4170711,100.4000109,821652,7,6.0,20
5.4300161,-58.2499952,100,8,8.0,10
5.464998,-9.5779974,2578,10,8.0,1
5.4666991,-3.2000035,37654,10,8.0,1
5.4804265,-53.2199921,1536,7,8.0,20
5.4904258,10.4099483,290768,7,6.0,20
5.4929971,7.0260036,215038,10,2.0,1
5.4976241,-54.0325346,24287,7,8.0,20
5.5199589,5.7599996,830106,4,2.0,50
5.531982307123475,46.382174120011776,447,10,8.0,1
5.532003,7.4860025,264662,10,2.0,1
5.5499829,95.3200109,513698,4,1.0,50
5.550448,-73.3700283,161412,7,5.0,20
5.5519805,-0.2186616,2121000,2,6.0,200
5.5999981,-55.1999965,2105,9,8.0,5
5.6170073,23.316654,500,7,7.0,20
5.6203921,-73.8199492,53975,7,5.0,20
5.6300039,-54.409997,7766,8,8.0,10
5.640365,0.0100146,209000,7,6.0,20
5.6497184,100.4793343,358499,7,6.0,20
5.6639036,-67.6236091,52526,4,6.0,50
5.6851801,-77.2745484,2741,7,5.0,20
5.6904136,-76.6600084,92780,7,5.0,20
5.7166136,-75.3166279,18817,8,5.0,10
5.7199984,-72.9400029,126551,8,5.0,10
5.7303854,10.8999959,92673,7,6.0,20
5.7337702,19.0833207,34267,7,7.0,20
5.7503583,8.983317,5798,7,6.0,20
5.7619597,20.6672033,62098,4,7.0,50
5.7837154,7.0333068,9351,7,2.0,20
5.7904075,-6.6100206,108933,7,8.0,20
5.796999,-55.4810035,3216,9,8.0,5
5.8304568,-73.0200497,101156,7,5.0,20
5.8350301,-55.1670309,254169,3,8.0,110
5.839002,-5.3600035,127867,10,8.0,1
5.8429625,118.107974,392288,6,6.0,30
5.8904273,-56.3199838,1685,7,8.0,20
5.8904273,5.6800044,309162,7,2.0,20
5.9000391,-57.1699836,12000,8,8.0,10
5.9099868,-55.0700084,4935,8,8.0,10
5.9160846,-10.052472,48315,6,8.0,30
5.9403467,-4.2800336,81770,7,8.0,20
5.9489767,80.5427734,68244,7,6.0,20
5.9500102,15.5999674,34372,6,7.0,30
5.9500102,43.4499987,75000,6,3.0,30
5.9504236,-56.9899945,15992,7,8.0,20
5.9599837,10.1500158,445299,4,6.0,50
5.9799825,116.1100081,527671,6,6.0,30
5.9900078,-58.2699681,44690,6,8.0,30
6.0300053,80.2400012,99478,6,6.0,30
6.0400047,37.5499971,69622,6,3.0,30
6.0703904,-8.1300053,25678,7,8.0,20
6.0904151,-0.2600206,156653,7,6.0,20
6.1108272,125.1747261,950530,4,5.0,50
6.1133077,100.3729325,336475,7,6.0,20
6.119974,102.2299768,505583,6,6.0,30
6.1338829,1.2208113,1452000,3,8.0,110
6.140412,6.779989,73374,7,2.0,20
6.1504114,-5.8799876,123184,7,8.0,20
6.1850346,-67.4930227,10216,7,5.0,20
6.190409,-1.6599868,180117,7,6.0,20
6.2072038,31.5591483,26782,6,5.0,30
6.2104336,7.0699971,500000,7,2.0,20
6.2203813,10.6800093,125486,7,6.0,20
6.2500177,-57.5299874,46874,6,8.0,30
6.2769491,-75.5769559,3297000,2,5.0,200
6.3145816,-10.7996604,1041000,2,8.0,200
6.3169904,16.3833304,40201,7,7.0,20
6.329987,-75.5699974,519670,6,5.0,30
6.3424232,5.6180622,1190000,4,2.0,50
6.3603727,2.089991,83503,7,8.0,20
6.3629803922426715,2.4043547908879517,762000,3,8.0,110
6.400422,10.0700207,68836,7,6.0,20
6.4104214,-58.6300236,11524,7,8.0,20
6.4104214,38.3100024,47021,7,3.0,20
6.4318412,101.8214229,68112,7,5.0,20
6.433002,100.1899987,63869,10,6.0,1
6.433299,-10.6000015,4089,10,8.0,1
6.4452075,3.3895852,9466000,0,2.0,600
6.4500314,7.4999967,688862,3,2.0,110
6.4603408,-73.2699827,24895,7,5.0,20
6.4603408,-71.7400245,29099,7,5.0,20
6.4669812,12.6333268,35589,7,6.0,20
6.4804429,-74.4200159,33983,7,5.0,20
6.483311,2.6166255,300000,4,8.0,50
6.4837244,17.4499837,63064,7,7.0,20
6.5204922,14.2899698,80100,7,6.0,20
6.525999,-10.3490005,33945,10,8.0,1
6.5333079,21.9832987,29027,6,7.0,30
6.5504645,-7.4899669,39134,7,8.0,20
6.5504645,-0.7800147,62667,7,6.0,20
6.5504903,101.2850732,148140,7,5.0,20
6.5520001,-5.0190024,39005,10,8.0,1
6.6004098,0.4699865,93044,7,6.0,20
6.6150001,1.7150045,86971,10,8.0,1
6.6167011,100.0666986,34544,10,5.0,1
6.6504584,-4.7100074,67349,7,8.0,20
6.6919367,-1.6319603,1646000,6,6.0,30
6.6930031,80.3860026,47832,10,6.0,1
6.730376,-3.4900043,104020,7,8.0,20
6.7332957,-61.6333287,2383,6,6.0,30
6.7504265,38.4099963,36292,7,3.0,20
6.7533203,-11.3685932,11969,6,8.0,30
6.7699601,47.4300142,61200,6,8.0,30
6.7803988,79.8800232,200000,7,6.0,20
6.80001,29.6832938,32083,6,5.0,30
6.8019737,-58.1670286,264350,3,8.0,110
6.818381,-5.2755026,206499,3,8.0,110
6.820448,3.9200085,209175,7,2.0,20
6.864003,101.2500006,150000,10,5.0,1
6.8670343,7.383363,111017,7,2.0,20
6.8899787,-6.4500045,255168,6,8.0,30
6.9000039,37.7499849,65737,6,3.0,30
6.9000039,79.949993,115826,4,6.0,50
6.9003915,0.6300284,100479,7,8.0,20
6.9166437,158.1499743,4645,6,0.0,30
6.9219227,122.0780854,773000,4,5.0,50
6.9319658,79.8577506,217000,3,6.0,110
6.9779971,-5.7480024,60962,10,8.0,1
6.9803866,19.1800073,56520,7,7.0,20
6.9836939,81.0499259,47587,7,6.0,20
6.9964321,100.4714278,317954,6,5.0,30
7.010023,39.9700044,34369,6,3.0,30
7.0104106,-9.4899998,45835,7,8.0,20
7.0305902,-75.5904871,35315,7,5.0,20
7.0599961,38.4769986,133097,9,3.0,5
7.0899923,-73.849999,191403,8,5.0,10
7.0904057,4.840004,257005,7,2.0,20
7.0906641,-70.7616346,69264,7,5.0,20
7.1030043,171.3800002,25400,6,0.0,30
7.1104045,6.7399397,75087,7,2.0,20
7.1119628,125.6280496,1402000,3,5.0,110
7.1217475,-77.7564014,2351,7,5.0,20
7.1320391,-73.1278289,1009000,6,5.0,30
7.1604273,3.3500175,593100,7,2.0,20
7.1903996,1.9899971,82154,7,8.0,20
7.1903996,8.1299841,68220,7,2.0,20
7.200399,5.5899841,276574,7,2.0,20
7.200399,38.590037,114350,7,3.0,20
7.2099591,100.5600012,48616,6,5.0,30
7.2169096,124.2484261,279519,6,5.0,30
7.2399831,-70.7399821,30860,8,6.0,10
7.2503959,5.1999821,420594,7,2.0,20
7.2704206,-58.5000574,3113,7,8.0,20
7.2799807,80.6700008,111701,4,6.0,50
7.3203658,13.5799873,231357,7,6.0,20
7.335999,-2.3360034,70299,10,6.0,1
7.3452264,134.4695009,11200,7,0.0,20
7.3503898,-62.5333254,2215,7,6.0,20
7.3710001,-8.6849995,11415,10,8.0,1
7.3819721,3.9280362,2628000,4,2.0,50
7.382145,125.8016646,6726,7,5.0,20
7.3903874,-72.66002,53587,7,5.0,20
7.4004126,-7.5499891,146974,7,8.0,20
7.4503837,-2.5900076,46287,7,6.0,20
7.4804336,4.5600211,482365,7,2.0,20
7.4873962,134.6265485,7026,6,0.0,30
7.5189584,-78.1660147,1357,8,8.0,10
7.5300429,1.1200244,80683,4,8.0,50
7.5304305,5.7599996,1099931,7,2.0,20
7.5503776,37.8500305,89300,7,3.0,20
7.5634001,99.6080179,147820,7,5.0,20
7.5704281,-9.2699874,3614,7,8.0,20
7.614999,100.0809996,43522,10,5.0,1
7.6299593,4.1799926,250443,8,2.0,10
7.6303727,5.2199808,446749,7,2.0,20
7.6799821,36.8300411,128306,6,3.0,30
7.6899815,-5.0300137,567481,4,8.0,50
7.6999809,27.9899605,127384,3,5.0,110
7.7170083,81.7000154,129222,7,6.0,20
7.7299791,8.5300114,292645,4,2.0,50
7.7600031,-8.8299884,168121,4,8.0,50
7.7603906,-80.28002,11358,7,8.0,20
7.7700025,-72.2499675,438798,3,6.0,110
7.7703642,4.5600211,408245,7,2.0,20
7.8003882,6.7399397,60579,7,2.0,20
7.8504368,3.9299821,736072,7,2.0,20
7.8504368,13.6000378,3950,7,6.0,20
7.852969,123.5070243,159590,7,5.0,20
7.8704098,9.7800126,92933,7,2.0,20
7.8765334,98.3815295,141618,6,5.0,30
7.8804092,-11.1899736,143137,7,8.0,20
7.8999945,-67.4699492,122701,6,6.0,30
7.9200191,-72.5199768,722146,6,5.0,30
7.9504049,-6.6700169,51157,7,8.0,20
7.9504049,39.1399259,82240,7,3.0,20
7.9670189,12.2332995,8018,7,6.0,20
7.9700161,-80.4200373,44082,8,8.0,10
7.9700161,-11.7400175,174354,6,8.0,30
7.9700161,3.5900028,98071,8,2.0,10
7.9833486,49.8332784,18904,6,8.0,30
8.0204265,-62.4099996,53685,7,6.0,20
8.0304258,-2.8000206,58297,7,8.0,20
8.0330041,79.8260045,45661,10,6.0,1
8.0520031,98.9119987,31219,10,5.0,1
8.0670903,22.4000175,5434,7,7.0,20
8.0999823,-63.6000045,338000,6,6.0,30
8.1003699,-80.9833362,45955,7,8.0,20
8.1003699,-76.7399777,50508,7,5.0,20
8.1319522,4.2380431,951000,4,2.0,50
8.1462069,123.8444197,97806,7,5.0,20
8.148996,35.5370045,9352,9,3.0,5
8.1539584,99.7286307,28223,7,5.0,20
8.1712441,124.2153531,464599,7,5.0,20
8.180365,77.4299918,224329,7,1.0,20
8.1999762,-59.7799793,2972,6,8.0,30
8.240413,-73.3500037,83511,7,5.0,20
8.28,-7.6840015,27504,10,8.0,1
8.280023,-82.8700169,27147,6,8.0,30
8.3304075,-75.150023,23639,7,5.0,20
8.3499929,80.3832999,118302,6,6.0,30
8.3700175,-62.6199868,746535,3,6.0,110
8.3981812,-78.1402281,1845,7,8.0,20
8.3999898,48.5000264,2568,6,8.0,30
8.3999898,99.9700114,232335,6,5.0,30
8.4091366,20.653044,11764,3,7.0,110
8.4167011,-9.7499965,26594,10,8.0,1
8.4332971,47.3166996,60100,10,0.0,1
8.4333211,-82.4333252,110037,4,8.0,50
8.4404783,-10.8499943,87539,7,8.0,20
8.4508395,124.6852986,1121561,6,5.0,30
8.4510001,98.5339986,9676,10,5.0,1
8.4719573,-13.2361616,827000,3,8.0,110
8.4904236,8.5200378,127236,7,2.0,20
8.4919561,4.54805,771000,6,2.0,30
8.5099831,-80.3599893,28766,8,8.0,10
8.515520591980557,76.92519070332577,954000,4,1.0,50
8.5304212,37.9700232,114534,7,3.0,20
8.5337285,28.1166711,50065,7,5.0,20
8.5337285,34.7999841,27780,7,3.0,20
8.5499807,16.090015,156705,4,7.0,50
8.5499807,39.2699955,476892,6,3.0,30
8.5503683,-9.4800004,43102,7,8.0,20
8.5539961,-10.1510005,221715,10,8.0,1
8.5570021,0.9849965,21054,10,8.0,1
8.568999,81.2330016,108420,10,6.0,1
8.569520453572299,-71.18252189086121,345489,4,6.0,50
8.5999776,-70.250012,284289,8,6.0,10
8.6003911,33.0666015,1741,7,5.0,20
8.6500263,-83.149974,6777,8,8.0,10
8.6504397,16.8500203,29597,7,7.0,20
8.686998,-8.6570005,13204,10,8.0,1
8.730409,77.689976,542200,7,1.0,20
8.7575391,-75.8900037,275198,6,5.0,30
8.7665566,27.4000223,46705,6,5.0,30
8.79780035089249,78.13179722903476,436094,6,1.0,30
8.830377,125.1299743,218,7,5.0,20
8.8490322,7.8736173,85911,7,2.0,20
8.8804256,-12.0499728,87679,7,8.0,20
8.8903475,-64.2600159,197440,7,6.0,20
8.9003727,11.3600195,117757,7,2.0,20
8.9003727,76.5699926,394163,7,1.0,20
8.9303967,-67.4399768,117132,7,6.0,20
8.9495429,125.5435925,190557,7,5.0,20
8.9499821,-79.5666527,62882,6,8.0,30
8.9603691,-83.5300025,3850,7,8.0,20
8.969963,-79.534983,1281000,3,8.0,110
8.9803937,37.8500305,43920,7,3.0,20
8.9904706,1.1499967,117811,7,8.0,20
9.0003408,-73.9800169,54522,7,5.0,20
9.0103919,-71.9199876,97288,7,6.0,20
9.0352562,38.6980586,3100000,1,3.0,300
9.049976,-69.7500167,151642,8,6.0,10
9.054620406360845,7.489505042885861,1576000,3,2.0,110
9.0604922,-62.0599952,51534,7,6.0,20
9.0804134,6.0100101,173849,7,2.0,20
9.0904645,36.5300077,73018,7,3.0,20
9.1499699,18.3900297,169196,6,7.0,30
9.1500991,99.3401273,157627,4,5.0,50
9.1670231,35.833306,31809,7,3.0,20
9.1773584,105.1500052,356636,7,5.0,20
9.1904584,-10.1200131,66815,7,8.0,20
9.2099921,-66.019986,89080,8,6.0,10
9.2099921,12.4800028,96006,6,2.0,30
9.2299909,-74.7400222,100313,8,5.0,10
9.2333333,29.8333333,7653,9,5.0,5
9.2418506,-75.8160031,52771,7,5.0,20
9.2610001,0.7890036,61845,10,8.0,1
9.270376,-9.0199768,15406,7,8.0,20
9.2803754,105.7199963,225000,7,5.0,20
9.2904265,-75.3799573,261187,7,5.0,20
9.3000124,-82.3999681,8114,8,8.0,10
9.3000124,13.3900248,436899,4,6.0,50
9.3170657,15.8000069,96224,7,7.0,20
9.3199595,-70.6200153,191167,8,6.0,10
9.3199595,42.1500264,174994,6,3.0,30
9.3353501,-82.2474707,9883,8,8.0,10
9.33597,-66.25448,15000,7,6.0,20
9.34001,2.6200362,188853,4,8.0,50
9.3403976,-65.3200029,41483,7,6.0,20
9.3504228,14.9666211,35466,7,7.0,20
9.3504228,42.7899873,56821,7,3.0,20
9.3650214,-79.8749801,204000,6,8.0,30
9.3803951,-70.4400004,50353,7,6.0,20
9.3950011,16.3050035,19382,9,7.0,5
9.4004197,-0.8399852,360579,7,6.0,20
9.4004197,80.3999397,103717,7,6.0,20
9.4203927,77.5800085,369991,7,1.0,20
9.4300021,-13.0979966,12358,10,8.0,1
9.4337252,-0.0166504,42972,7,6.0,20
9.4400039,-64.4600037,117596,8,6.0,10
9.4599768,-5.6399506,177711,6,8.0,30
9.4604419,12.0400297,77617,7,2.0,20
9.4833087,50.8166809,13753,6,8.0,30
9.5004136,49.1659806,1341,7,8.0,20
9.5004136,76.3700048,176783,7,1.0,20
9.510413,-7.5800131,49857,7,8.0,20
9.5203866,-82.6199805,1823,7,8.0,20
9.5203866,45.5400004,106593,7,0.0,20
9.5334687,-13.6821809,1494000,3,8.0,110
9.5358378,-75.5720386,27390,7,5.0,20
9.5368972,31.6559899,160765,4,5.0,50
9.5416864,-78.971963,10,9,8.0,5
9.5600224,44.06531,477876,3,0.0,110
9.5803829,-69.2000245,260921,7,6.0,20
9.5899947,41.8600183,252279,4,3.0,50
9.6004075,-5.2000291,62008,7,8.0,20
9.6037407,105.9800321,300000,7,5.0,20
9.6199929,6.5500288,291905,6,2.0,30
9.657999,-68.5899985,77192,9,6.0,5
9.6750025,80.0050284,250000,6,6.0,30
9.6803768,39.5300313,65231,7,3.0,20
9.7004273,1.6800419,202810,7,8.0,20
9.7203744,-75.1299984,60980,7,5.0,20
9.7499591,-63.1700308,410972,6,6.0,30
9.7542678,118.744384,157144,6,5.0,30
9.7842981,125.4888155,87832,7,5.0,20
9.8504181,-66.3799899,40052,7,6.0,20
9.8699776,-83.9299781,196946,8,8.0,10
9.900999,-67.3540016,87739,9,6.0,5
9.9219721,78.1180814,1294000,3,1.0,110
9.929974,8.8900411,816824,6,2.0,30
9.930370727948475,-84.07881396964633,1284000,3,8.0,110
9.9303874,13.940017,84647,7,6.0,20
9.9340021,106.3340017,131360,10,5.0,1
9.9404126,43.1800411,67664,7,0.0,20
9.9620011,98.6380026,24561,10,5.0,1
9.9701641,-84.8335895,57102,7,8.0,20
9.991998,-84.1200025,21947,9,8.0,5
10.0000214,-83.0333403,85001,4,8.0,50
10.0153951,105.0913525,300000,7,5.0,20
10.0169534,76.2219697,1519000,4,1.0,50
10.0200202,-84.2300373,387743,8,8.0,10
